index,name,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
241,Bac./MAV56612.1/1-550 hypothetical protein [Candidatus Pelagibacter sp.],MAV56612.1,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,unclassified Candidatus Pelagibacter,Candidatus Pelagibacter sp.,,,,,,,,,,,,,,,,,

242,Bac./MBA42411.1/1-521 hypothetical protein [Magnetococcales bacterium],MBA42411.1,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,unclassified Magnetococcales,Magnetococcales bacterium,,,,,,,,,,,,,,,,,,,

243,Bac./MBN23203.1/1-547 hypothetical protein [Bdellovibrionaceae bacterium],MBN23203.1,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,unclassified Bdellovibrionaceae,Bdellovibrionaceae bacterium,,,,,,,,,,,,,,,,,,

244,Bac./NBO54085.1/1-74 hypothetical protein [Actinobacteria bacterium],A0A1Q7ITQ3,Bacteria,Terrabacteria group,Actinobacteria,unclassified Actinobacteria,Actinobacteria bacterium 13_1_40CM_4_65_12,,,,,,,,,,,,,,,,,,,,

245,Bac./NBP00280.1/1-192 hypothetical protein [Proteobacteria bacterium],A0A2E8MX41,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified Rickettsiales,Rickettsiales bacterium,,,,,,,,,,,,,,,,,,,

246,Bac./NBP66793.1/1-182 hypothetical protein [Bacteroidetes bacterium],A0A497DT92,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,unclassified Bacteroidetes,Bacteroidetes bacterium,,,,,,,,,,,,,,,,,,,

247,Bac./NBR07950.1/1-523 hypothetical protein [Planctomycetes bacterium],A0A5C6AFA3,Bacteria,PVC group,Planctomycetes,unclassified Planctomycetes,Planctomycetes bacterium Pla100,,,,,,,,,,,,,,,,,,,,

248,Bac./NBR26272.1/1-365 hypothetical protein [Micrococcales bacterium],A0A239FKF2,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria (high G+C Gram-positive bacteria),Micrococcales,unclassified Micrococcales,Micrococcales bacterium KH10,,,,,,,,,,,,,,,,,,

249,Bac./NBR60296.1/1-495 hypothetical protein [Actinobacteria bacterium],A0A1Q7ITQ3,Bacteria,Terrabacteria group,Actinobacteria,unclassified Actinobacteria,Actinobacteria bacterium 13_1_40CM_4_65_12,,,,,,,,,,,,,,,,,,,,

250,Bac./NBR61343.1/1-118 hypothetical protein [Actinobacteria bacterium],A0A1Q7ITQ3,Bacteria,Terrabacteria group,Actinobacteria,unclassified Actinobacteria,Actinobacteria bacterium 13_1_40CM_4_65_12,,,,,,,,,,,,,,,,,,,,

251,Bac./NDA79325.1/1-334 hypothetical protein [Actinobacteria bacterium],A0A1Q7ITQ3,Bacteria,Terrabacteria group,Actinobacteria,unclassified Actinobacteria,Actinobacteria bacterium 13_1_40CM_4_65_12,,,,,,,,,,,,,,,,,,,,

252,Bac./NDA89429.1/1-109 hypothetical protein [Alphaproteobacteria bacterium],A0A2E8MX41,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified Rickettsiales,Rickettsiales bacterium,,,,,,,,,,,,,,,,,,,

253,Bac./NDA90061.1/1-585 hypothetical protein [Alphaproteobacteria bacterium],A0A2E8MX41,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified Rickettsiales,Rickettsiales bacterium,,,,,,,,,,,,,,,,,,,

254,Bac./NDC31922.1/1-355 hypothetical protein [Bacteroidetes bacterium],A0A497DT92,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,unclassified Bacteroidetes,Bacteroidetes bacterium,,,,,,,,,,,,,,,,,,,

255,"Bac./OUU29389.1/1-94 hypothetical protein CBB97_02495, partial [Candidatus Endolissoclinum sp. TMED37]",OUU29389.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae (purple nonsulfur bacteria),Candidatus Endolissoclinum,unclassified Candidatus Endolissoclinum,Candidatus Endolissoclinum sp. TMED37,,,,,,,,,,,,,,,,,

256,Bac./PQM58851.1/1-384 hypothetical protein CML47_07175 [Rhodobacteraceae bacterium],PQM58851.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified Rhodobacteraceae,Rhodobacteraceae bacterium,,,,,,,,,,,,,,,,,,

257,Bac./RKO90550.1/1-372 group II dsDNA virus coat/capsid protein [Blyttiomyces helicus],A0A4P9WFW2,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Chytridiomycota,Chytridiomycota incertae sedis,Chytridiomycetes,Chytridiomycetes incertae sedis,Blyttiomyces,Blyttiomyces helicus,,,,,,,,,,,,,,,

258,Bac./RYE59576.1/1-318 hypothetical protein EOP48_00390 [Sphingobacteriales bacterium],RYE59576.1,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified Sphingobacteriales,Sphingobacteriales bacterium,,,,,,,,,,,,,,,,,

259,Bac./YP_004061976.1/1-411 hypothetical protein MpV1_093 [Micromonas sp. RCC1109 virus MpV1],YP_004061976.1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Micromonas sp. RCC1109 virus MpV1,,,,,,,,,,,,,,,

